type,object,field,message
missing,4885,copyright,Object is missing a required field copyright
missing,4885,classification,Object is missing a required field classification
missing,4885,bibliography1,Object is missing a required field bibliography1
unused,6509,depth,"Object description has field depth, but that field was not selected for export"
missing,6509,copyright,Object is missing a required field copyright
unused,5186,onview,"Object description has field onview, but that field was not selected for export"
unused,5186,depth,"Object description has field depth, but that field was not selected for export"
missing,5186,copyright,Object is missing a required field copyright
unused,7094,depth,"Object description has field depth, but that field was not selected for export"
missing,7094,copyright,Object is missing a required field copyright
missing,7094,bibliography1,Object is missing a required field bibliography1
unused,27715,depth,"Object description has field depth, but that field was not selected for export"
missing,27715,primaryMedia,Object is missing a required field primaryMedia
missing,27715,copyright,Object is missing a required field copyright
unused,6548,depth,"Object description has field depth, but that field was not selected for export"
missing,6548,copyright,Object is missing a required field copyright
unused,5185,onview,"Object description has field onview, but that field was not selected for export"
unused,5185,depth,"Object description has field depth, but that field was not selected for export"
missing,5185,copyright,Object is missing a required field copyright
unused,6059,depth,"Object description has field depth, but that field was not selected for export"
missing,6059,copyright,Object is missing a required field copyright
unused,6951,depth,"Object description has field depth, but that field was not selected for export"
missing,6951,copyright,Object is missing a required field copyright
unused,5430,depth,"Object description has field depth, but that field was not selected for export"
missing,5430,copyright,Object is missing a required field copyright
unused,5444,depth,"Object description has field depth, but that field was not selected for export"
missing,5444,copyright,Object is missing a required field copyright
missing,5444,bibliography1,Object is missing a required field bibliography1
unused,6032,depth,"Object description has field depth, but that field was not selected for export"
missing,6032,copyright,Object is missing a required field copyright
missing,6032,bibliography1,Object is missing a required field bibliography1
unused,7928,depth,"Object description has field depth, but that field was not selected for export"
missing,7928,copyright,Object is missing a required field copyright
missing,7928,bibliography1,Object is missing a required field bibliography1
unused,8160,onview,"Object description has field onview, but that field was not selected for export"
unused,8160,depth,"Object description has field depth, but that field was not selected for export"
unused,8160,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,8160,copyright,Object is missing a required field copyright
unused,8005,depth,"Object description has field depth, but that field was not selected for export"
missing,8005,copyright,Object is missing a required field copyright
unused,6280,depth,"Object description has field depth, but that field was not selected for export"
missing,6280,copyright,Object is missing a required field copyright
unused,5511,onview,"Object description has field onview, but that field was not selected for export"
unused,5511,depth,"Object description has field depth, but that field was not selected for export"
missing,5511,copyright,Object is missing a required field copyright
unused,5978,onview,"Object description has field onview, but that field was not selected for export"
unused,5978,depth,"Object description has field depth, but that field was not selected for export"
unused,5978,height,"Object description has field height, but that field was not selected for export"
missing,5978,copyright,Object is missing a required field copyright
missing,5978,classification,Object is missing a required field classification
missing,5978,bibliography1,Object is missing a required field bibliography1
unused,5979,onview,"Object description has field onview, but that field was not selected for export"
unused,5979,depth,"Object description has field depth, but that field was not selected for export"
unused,5979,height,"Object description has field height, but that field was not selected for export"
missing,5979,copyright,Object is missing a required field copyright
missing,5979,classification,Object is missing a required field classification
missing,5979,bibliography1,Object is missing a required field bibliography1
unused,7073,depth,"Object description has field depth, but that field was not selected for export"
unused,7073,height,"Object description has field height, but that field was not selected for export"
missing,7073,copyright,Object is missing a required field copyright
missing,7073,classification,Object is missing a required field classification
missing,7073,bibliography1,Object is missing a required field bibliography1
unused,6740,depth,"Object description has field depth, but that field was not selected for export"
unused,6740,height,"Object description has field height, but that field was not selected for export"
missing,6740,copyright,Object is missing a required field copyright
missing,6740,bibliography1,Object is missing a required field bibliography1
unused,8158,depth,"Object description has field depth, but that field was not selected for export"
unused,8158,height,"Object description has field height, but that field was not selected for export"
missing,8158,copyright,Object is missing a required field copyright
missing,8158,bibliography1,Object is missing a required field bibliography1
unused,6848,depth,"Object description has field depth, but that field was not selected for export"
missing,6848,copyright,Object is missing a required field copyright
unused,7372,depth,"Object description has field depth, but that field was not selected for export"
unused,7372,height,"Object description has field height, but that field was not selected for export"
missing,7372,copyright,Object is missing a required field copyright
unused,8327,depth,"Object description has field depth, but that field was not selected for export"
missing,8327,copyright,Object is missing a required field copyright
unused,7414,onview,"Object description has field onview, but that field was not selected for export"
unused,7414,width,"Object description has field width, but that field was not selected for export"
unused,7414,height,"Object description has field height, but that field was not selected for export"
missing,7414,copyright,Object is missing a required field copyright
missing,7414,classification,Object is missing a required field classification
unused,6628,depth,"Object description has field depth, but that field was not selected for export"
unused,6628,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,6628,copyright,Object is missing a required field copyright
unused,7903,onview,"Object description has field onview, but that field was not selected for export"
unused,7903,width,"Object description has field width, but that field was not selected for export"
unused,7903,height,"Object description has field height, but that field was not selected for export"
missing,7903,copyright,Object is missing a required field copyright
missing,7903,classification,Object is missing a required field classification
missing,7903,bibliography1,Object is missing a required field bibliography1
unused,5675,depth,"Object description has field depth, but that field was not selected for export"
missing,5675,copyright,Object is missing a required field copyright
unused,4729,onview,"Object description has field onview, but that field was not selected for export"
unused,4729,depth,"Object description has field depth, but that field was not selected for export"
missing,4729,copyright,Object is missing a required field copyright
unused,4742,onview,"Object description has field onview, but that field was not selected for export"
unused,4742,depth,"Object description has field depth, but that field was not selected for export"
missing,4742,copyright,Object is missing a required field copyright
unused,4693,onview,"Object description has field onview, but that field was not selected for export"
unused,4693,depth,"Object description has field depth, but that field was not selected for export"
missing,4693,copyright,Object is missing a required field copyright
unused,4644,depth,"Object description has field depth, but that field was not selected for export"
unused,4644,height,"Object description has field height, but that field was not selected for export"
missing,4644,copyright,Object is missing a required field copyright
missing,4644,bibliography1,Object is missing a required field bibliography1
unused,7359,depth,"Object description has field depth, but that field was not selected for export"
unused,7359,height,"Object description has field height, but that field was not selected for export"
missing,7359,copyright,Object is missing a required field copyright
unused,6887,depth,"Object description has field depth, but that field was not selected for export"
unused,6887,height,"Object description has field height, but that field was not selected for export"
missing,6887,copyright,Object is missing a required field copyright
unused,7367,depth,"Object description has field depth, but that field was not selected for export"
unused,7367,height,"Object description has field height, but that field was not selected for export"
missing,7367,copyright,Object is missing a required field copyright
unused,8004,depth,"Object description has field depth, but that field was not selected for export"
unused,8004,height,"Object description has field height, but that field was not selected for export"
missing,8004,copyright,Object is missing a required field copyright
unused,7921,depth,"Object description has field depth, but that field was not selected for export"
missing,7921,copyright,Object is missing a required field copyright
unused,5151,onview,"Object description has field onview, but that field was not selected for export"
unused,5151,depth,"Object description has field depth, but that field was not selected for export"
missing,5151,copyright,Object is missing a required field copyright
missing,5151,bibliography1,Object is missing a required field bibliography1
unused,5665,onview,"Object description has field onview, but that field was not selected for export"
unused,5665,depth,"Object description has field depth, but that field was not selected for export"
missing,5665,copyright,Object is missing a required field copyright
unused,6293,depth,"Object description has field depth, but that field was not selected for export"
unused,6293,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,6293,copyright,Object is missing a required field copyright
unused,5204,onview,"Object description has field onview, but that field was not selected for export"
unused,5204,depth,"Object description has field depth, but that field was not selected for export"
missing,5204,copyright,Object is missing a required field copyright
unused,5502,onview,"Object description has field onview, but that field was not selected for export"
unused,5502,depth,"Object description has field depth, but that field was not selected for export"
missing,5502,copyright,Object is missing a required field copyright
missing,5502,bibliography1,Object is missing a required field bibliography1
unused,5539,onview,"Object description has field onview, but that field was not selected for export"
unused,5539,depth,"Object description has field depth, but that field was not selected for export"
missing,5539,copyright,Object is missing a required field copyright
missing,5539,bibliography1,Object is missing a required field bibliography1
unused,5727,onview,"Object description has field onview, but that field was not selected for export"
unused,5727,depth,"Object description has field depth, but that field was not selected for export"
missing,5727,copyright,Object is missing a required field copyright
unused,7088,depth,"Object description has field depth, but that field was not selected for export"
missing,7088,copyright,Object is missing a required field copyright
missing,7088,bibliography1,Object is missing a required field bibliography1
unused,6244,depth,"Object description has field depth, but that field was not selected for export"
unused,6244,height,"Object description has field height, but that field was not selected for export"
missing,6244,copyright,Object is missing a required field copyright
missing,6244,classification,Object is missing a required field classification
missing,6244,bibliography1,Object is missing a required field bibliography1
unused,6245,depth,"Object description has field depth, but that field was not selected for export"
unused,6245,height,"Object description has field height, but that field was not selected for export"
missing,6245,copyright,Object is missing a required field copyright
missing,6245,classification,Object is missing a required field classification
missing,6245,bibliography1,Object is missing a required field bibliography1
unused,8049,onview,"Object description has field onview, but that field was not selected for export"
unused,8049,width,"Object description has field width, but that field was not selected for export"
unused,8049,height,"Object description has field height, but that field was not selected for export"
missing,8049,copyright,Object is missing a required field copyright
missing,8049,classification,Object is missing a required field classification
missing,8049,bibliography1,Object is missing a required field bibliography1
unused,8051,onview,"Object description has field onview, but that field was not selected for export"
unused,8051,width,"Object description has field width, but that field was not selected for export"
unused,8051,height,"Object description has field height, but that field was not selected for export"
missing,8051,copyright,Object is missing a required field copyright
missing,8051,classification,Object is missing a required field classification
missing,8051,bibliography1,Object is missing a required field bibliography1
unused,3407,depth,"Object description has field depth, but that field was not selected for export"
unused,3407,height,"Object description has field height, but that field was not selected for export"
missing,3407,copyright,Object is missing a required field copyright
missing,3407,bibliography1,Object is missing a required field bibliography1
unused,5299,onview,"Object description has field onview, but that field was not selected for export"
unused,5299,depth,"Object description has field depth, but that field was not selected for export"
unused,5299,height,"Object description has field height, but that field was not selected for export"
missing,5299,copyright,Object is missing a required field copyright
unused,6080,depth,"Object description has field depth, but that field was not selected for export"
unused,6080,height,"Object description has field height, but that field was not selected for export"
missing,6080,copyright,Object is missing a required field copyright
missing,6080,bibliography1,Object is missing a required field bibliography1
unused,7865,depth,"Object description has field depth, but that field was not selected for export"
unused,7865,height,"Object description has field height, but that field was not selected for export"
missing,7865,copyright,Object is missing a required field copyright
unused,8123,depth,"Object description has field depth, but that field was not selected for export"
unused,8123,height,"Object description has field height, but that field was not selected for export"
missing,8123,copyright,Object is missing a required field copyright
missing,8123,bibliography1,Object is missing a required field bibliography1
unused,6518,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6518,depth,"Object description has field depth, but that field was not selected for export"
missing,6518,copyright,Object is missing a required field copyright
unused,5455,depth,"Object description has field depth, but that field was not selected for export"
missing,5455,copyright,Object is missing a required field copyright
unused,7112,depth,"Object description has field depth, but that field was not selected for export"
unused,7112,height,"Object description has field height, but that field was not selected for export"
missing,7112,copyright,Object is missing a required field copyright
missing,7112,classification,Object is missing a required field classification
missing,7112,bibliography1,Object is missing a required field bibliography1
unused,8058,onview,"Object description has field onview, but that field was not selected for export"
unused,8058,width,"Object description has field width, but that field was not selected for export"
unused,8058,height,"Object description has field height, but that field was not selected for export"
missing,8058,copyright,Object is missing a required field copyright
missing,8058,classification,Object is missing a required field classification
unused,8015,onview,"Object description has field onview, but that field was not selected for export"
unused,8015,depth,"Object description has field depth, but that field was not selected for export"
unused,8015,height,"Object description has field height, but that field was not selected for export"
missing,8015,copyright,Object is missing a required field copyright
missing,8015,classification,Object is missing a required field classification
unused,8016,onview,"Object description has field onview, but that field was not selected for export"
unused,8016,width,"Object description has field width, but that field was not selected for export"
unused,8016,height,"Object description has field height, but that field was not selected for export"
missing,8016,copyright,Object is missing a required field copyright
missing,8016,classification,Object is missing a required field classification
unused,4673,depth,"Object description has field depth, but that field was not selected for export"
missing,4673,copyright,Object is missing a required field copyright
unused,5229,depth,"Object description has field depth, but that field was not selected for export"
missing,5229,copyright,Object is missing a required field copyright
unused,5800,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5800,depth,"Object description has field depth, but that field was not selected for export"
missing,5800,copyright,Object is missing a required field copyright
unused,4721,depth,"Object description has field depth, but that field was not selected for export"
missing,4721,copyright,Object is missing a required field copyright
unused,4694,depth,"Object description has field depth, but that field was not selected for export"
missing,4694,copyright,Object is missing a required field copyright
unused,6296,depth,"Object description has field depth, but that field was not selected for export"
missing,6296,copyright,Object is missing a required field copyright
unused,5145,onview,"Object description has field onview, but that field was not selected for export"
unused,5145,depth,"Object description has field depth, but that field was not selected for export"
unused,5460,depth,"Object description has field depth, but that field was not selected for export"
missing,5460,copyright,Object is missing a required field copyright
unused,6730,depth,"Object description has field depth, but that field was not selected for export"
unused,6730,height,"Object description has field height, but that field was not selected for export"
missing,6730,copyright,Object is missing a required field copyright
unused,6899,depth,"Object description has field depth, but that field was not selected for export"
unused,6899,height,"Object description has field height, but that field was not selected for export"
missing,6899,copyright,Object is missing a required field copyright
unused,6901,depth,"Object description has field depth, but that field was not selected for export"
unused,6901,height,"Object description has field height, but that field was not selected for export"
missing,6901,copyright,Object is missing a required field copyright
unused,5811,onview,"Object description has field onview, but that field was not selected for export"
unused,5811,depth,"Object description has field depth, but that field was not selected for export"
missing,5811,copyright,Object is missing a required field copyright
unused,6060,depth,"Object description has field depth, but that field was not selected for export"
missing,6060,copyright,Object is missing a required field copyright
unused,6356,depth,"Object description has field depth, but that field was not selected for export"
missing,6356,copyright,Object is missing a required field copyright
unused,5664,depth,"Object description has field depth, but that field was not selected for export"
missing,5664,copyright,Object is missing a required field copyright
unused,4707,depth,"Object description has field depth, but that field was not selected for export"
missing,4707,copyright,Object is missing a required field copyright
unused,5187,depth,"Object description has field depth, but that field was not selected for export"
missing,5187,copyright,Object is missing a required field copyright
unused,6743,depth,"Object description has field depth, but that field was not selected for export"
missing,6743,copyright,Object is missing a required field copyright
unused,5672,onview,"Object description has field onview, but that field was not selected for export"
unused,5672,depth,"Object description has field depth, but that field was not selected for export"
missing,5672,copyright,Object is missing a required field copyright
unused,6281,depth,"Object description has field depth, but that field was not selected for export"
missing,6281,copyright,Object is missing a required field copyright
unused,6615,depth,"Object description has field depth, but that field was not selected for export"
missing,6615,copyright,Object is missing a required field copyright
missing,6615,bibliography1,Object is missing a required field bibliography1
unused,6057,depth,"Object description has field depth, but that field was not selected for export"
missing,6057,copyright,Object is missing a required field copyright
unused,6025,depth,"Object description has field depth, but that field was not selected for export"
missing,6025,copyright,Object is missing a required field copyright
unused,5744,onview,"Object description has field onview, but that field was not selected for export"
unused,5744,depth,"Object description has field depth, but that field was not selected for export"
missing,5744,copyright,Object is missing a required field copyright
unused,4732,onview,"Object description has field onview, but that field was not selected for export"
unused,4732,depth,"Object description has field depth, but that field was not selected for export"
missing,4732,copyright,Object is missing a required field copyright
unused,4747,onview,"Object description has field onview, but that field was not selected for export"
unused,4747,depth,"Object description has field depth, but that field was not selected for export"
missing,4747,copyright,Object is missing a required field copyright
unused,4772,onview,"Object description has field onview, but that field was not selected for export"
unused,4772,depth,"Object description has field depth, but that field was not selected for export"
unused,4772,height,"Object description has field height, but that field was not selected for export"
missing,4772,copyright,Object is missing a required field copyright
unused,4778,onview,"Object description has field onview, but that field was not selected for export"
unused,4778,depth,"Object description has field depth, but that field was not selected for export"
unused,4778,height,"Object description has field height, but that field was not selected for export"
missing,4778,copyright,Object is missing a required field copyright
unused,6071,depth,"Object description has field depth, but that field was not selected for export"
missing,6071,copyright,Object is missing a required field copyright
unused,6387,depth,"Object description has field depth, but that field was not selected for export"
unused,6387,height,"Object description has field height, but that field was not selected for export"
missing,6387,copyright,Object is missing a required field copyright
missing,6387,bibliography1,Object is missing a required field bibliography1
unused,6631,depth,"Object description has field depth, but that field was not selected for export"
missing,6631,copyright,Object is missing a required field copyright
unused,6049,depth,"Object description has field depth, but that field was not selected for export"
missing,6049,copyright,Object is missing a required field copyright
unused,5779,onview,"Object description has field onview, but that field was not selected for export"
unused,5779,depth,"Object description has field depth, but that field was not selected for export"
unused,5779,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5779,copyright,Object is missing a required field copyright
unused,4745,onview,"Object description has field onview, but that field was not selected for export"
unused,4745,depth,"Object description has field depth, but that field was not selected for export"
missing,4745,copyright,Object is missing a required field copyright
unused,5825,onview,"Object description has field onview, but that field was not selected for export"
unused,5825,depth,"Object description has field depth, but that field was not selected for export"
missing,5825,copyright,Object is missing a required field copyright
unused,6041,depth,"Object description has field depth, but that field was not selected for export"
missing,6041,copyright,Object is missing a required field copyright
unused,6629,depth,"Object description has field depth, but that field was not selected for export"
missing,6629,copyright,Object is missing a required field copyright
unused,5655,depth,"Object description has field depth, but that field was not selected for export"
missing,5655,copyright,Object is missing a required field copyright
unused,5807,depth,"Object description has field depth, but that field was not selected for export"
missing,5807,copyright,Object is missing a required field copyright
unused,5017,onview,"Object description has field onview, but that field was not selected for export"
unused,5017,depth,"Object description has field depth, but that field was not selected for export"
missing,5017,copyright,Object is missing a required field copyright
unused,5750,onview,"Object description has field onview, but that field was not selected for export"
unused,5750,depth,"Object description has field depth, but that field was not selected for export"
missing,5750,copyright,Object is missing a required field copyright
unused,4983,depth,"Object description has field depth, but that field was not selected for export"
unused,4983,height,"Object description has field height, but that field was not selected for export"
missing,4983,copyright,Object is missing a required field copyright
unused,6925,depth,"Object description has field depth, but that field was not selected for export"
unused,6925,height,"Object description has field height, but that field was not selected for export"
missing,6925,copyright,Object is missing a required field copyright
unused,5617,onview,"Object description has field onview, but that field was not selected for export"
unused,5617,width,"Object description has field width, but that field was not selected for export"
unused,5617,height,"Object description has field height, but that field was not selected for export"
missing,5617,copyright,Object is missing a required field copyright
missing,5617,classification,Object is missing a required field classification
missing,5617,bibliography1,Object is missing a required field bibliography1
unused,7645,onview,"Object description has field onview, but that field was not selected for export"
unused,7645,depth,"Object description has field depth, but that field was not selected for export"
unused,7645,height,"Object description has field height, but that field was not selected for export"
missing,7645,copyright,Object is missing a required field copyright
missing,7645,classification,Object is missing a required field classification
unused,5160,onview,"Object description has field onview, but that field was not selected for export"
unused,5160,depth,"Object description has field depth, but that field was not selected for export"
missing,5160,copyright,Object is missing a required field copyright
unused,5706,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5706,depth,"Object description has field depth, but that field was not selected for export"
missing,5706,copyright,Object is missing a required field copyright
unused,5841,onview,"Object description has field onview, but that field was not selected for export"
unused,5841,depth,"Object description has field depth, but that field was not selected for export"
missing,5841,copyright,Object is missing a required field copyright
unused,6798,depth,"Object description has field depth, but that field was not selected for export"
unused,6798,height,"Object description has field height, but that field was not selected for export"
missing,6798,primaryMedia,Object is missing a required field primaryMedia
missing,6798,copyright,Object is missing a required field copyright
unused,6283,depth,"Object description has field depth, but that field was not selected for export"
unused,6283,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,6283,copyright,Object is missing a required field copyright
unused,6932,depth,"Object description has field depth, but that field was not selected for export"
unused,6932,height,"Object description has field height, but that field was not selected for export"
missing,6932,copyright,Object is missing a required field copyright
missing,6932,bibliography1,Object is missing a required field bibliography1
unused,6931,depth,"Object description has field depth, but that field was not selected for export"
unused,6931,width,"Object description has field width, but that field was not selected for export"
unused,6931,height,"Object description has field height, but that field was not selected for export"
missing,6931,copyright,Object is missing a required field copyright
missing,6931,bibliography1,Object is missing a required field bibliography1
unused,5485,depth,"Object description has field depth, but that field was not selected for export"
unused,5485,height,"Object description has field height, but that field was not selected for export"
missing,5485,copyright,Object is missing a required field copyright
missing,5485,bibliography1,Object is missing a required field bibliography1
unused,5486,depth,"Object description has field depth, but that field was not selected for export"
unused,5486,height,"Object description has field height, but that field was not selected for export"
missing,5486,copyright,Object is missing a required field copyright
missing,5486,bibliography1,Object is missing a required field bibliography1
unused,6337,depth,"Object description has field depth, but that field was not selected for export"
missing,6337,copyright,Object is missing a required field copyright
unused,5162,depth,"Object description has field depth, but that field was not selected for export"
unused,7006,onview,"Object description has field onview, but that field was not selected for export"
unused,7006,depth,"Object description has field depth, but that field was not selected for export"
missing,7006,copyright,Object is missing a required field copyright
unused,6916,depth,"Object description has field depth, but that field was not selected for export"
missing,6916,copyright,Object is missing a required field copyright
unused,7544,depth,"Object description has field depth, but that field was not selected for export"
unused,7544,height,"Object description has field height, but that field was not selected for export"
missing,7544,copyright,Object is missing a required field copyright
missing,7544,classification,Object is missing a required field classification
missing,7544,bibliography1,Object is missing a required field bibliography1
unused,6972,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6972,depth,"Object description has field depth, but that field was not selected for export"
unused,6972,height,"Object description has field height, but that field was not selected for export"
missing,6972,copyright,Object is missing a required field copyright
unused,4905,depth,"Object description has field depth, but that field was not selected for export"
missing,4905,copyright,Object is missing a required field copyright
unused,6056,depth,"Object description has field depth, but that field was not selected for export"
missing,6056,copyright,Object is missing a required field copyright
unused,7159,depth,"Object description has field depth, but that field was not selected for export"
unused,7159,height,"Object description has field height, but that field was not selected for export"
missing,7159,primaryMedia,Object is missing a required field primaryMedia
missing,7159,copyright,Object is missing a required field copyright
missing,7159,classification,Object is missing a required field classification
unused,8079,depth,"Object description has field depth, but that field was not selected for export"
unused,8079,height,"Object description has field height, but that field was not selected for export"
missing,8079,copyright,Object is missing a required field copyright
missing,8079,classification,Object is missing a required field classification
missing,8079,bibliography1,Object is missing a required field bibliography1
unused,6553,depth,"Object description has field depth, but that field was not selected for export"
missing,6553,copyright,Object is missing a required field copyright
unused,5130,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5130,onview,"Object description has field onview, but that field was not selected for export"
unused,5130,depth,"Object description has field depth, but that field was not selected for export"
missing,5130,copyright,Object is missing a required field copyright
unused,7087,depth,"Object description has field depth, but that field was not selected for export"
missing,7087,copyright,Object is missing a required field copyright
missing,7087,bibliography1,Object is missing a required field bibliography1
unused,7023,depth,"Object description has field depth, but that field was not selected for export"
missing,7023,copyright,Object is missing a required field copyright
unused,5213,onview,"Object description has field onview, but that field was not selected for export"
unused,5213,depth,"Object description has field depth, but that field was not selected for export"
unused,5213,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5213,copyright,Object is missing a required field copyright
unused,6955,depth,"Object description has field depth, but that field was not selected for export"
missing,6955,copyright,Object is missing a required field copyright
unused,6294,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6294,depth,"Object description has field depth, but that field was not selected for export"
missing,6294,copyright,Object is missing a required field copyright
unused,7924,depth,"Object description has field depth, but that field was not selected for export"
unused,7924,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,7924,copyright,Object is missing a required field copyright
unused,5136,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5136,onview,"Object description has field onview, but that field was not selected for export"
unused,5136,depth,"Object description has field depth, but that field was not selected for export"
missing,5136,copyright,Object is missing a required field copyright
unused,5116,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5116,onview,"Object description has field onview, but that field was not selected for export"
unused,5116,depth,"Object description has field depth, but that field was not selected for export"
missing,5116,copyright,Object is missing a required field copyright
unused,3376,depth,"Object description has field depth, but that field was not selected for export"
missing,3376,bibliography1,Object is missing a required field bibliography1
unused,5710,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5710,depth,"Object description has field depth, but that field was not selected for export"
missing,5710,copyright,Object is missing a required field copyright
unused,5019,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5019,onview,"Object description has field onview, but that field was not selected for export"
unused,5019,depth,"Object description has field depth, but that field was not selected for export"
missing,5019,copyright,Object is missing a required field copyright
unused,6365,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6365,onview,"Object description has field onview, but that field was not selected for export"
unused,6365,depth,"Object description has field depth, but that field was not selected for export"
unused,6365,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,6365,copyright,Object is missing a required field copyright
unused,5698,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5698,depth,"Object description has field depth, but that field was not selected for export"
missing,5698,copyright,Object is missing a required field copyright
unused,6558,depth,"Object description has field depth, but that field was not selected for export"
missing,6558,copyright,Object is missing a required field copyright
unused,6386,depth,"Object description has field depth, but that field was not selected for export"
unused,6386,height,"Object description has field height, but that field was not selected for export"
missing,6386,copyright,Object is missing a required field copyright
missing,6386,bibliography1,Object is missing a required field bibliography1
unused,6446,depth,"Object description has field depth, but that field was not selected for export"
unused,6446,height,"Object description has field height, but that field was not selected for export"
missing,6446,primaryMedia,Object is missing a required field primaryMedia
missing,6446,copyright,Object is missing a required field copyright
missing,6446,bibliography1,Object is missing a required field bibliography1
unused,6396,depth,"Object description has field depth, but that field was not selected for export"
unused,6396,height,"Object description has field height, but that field was not selected for export"
missing,6396,copyright,Object is missing a required field copyright
missing,6396,bibliography1,Object is missing a required field bibliography1
unused,5108,onview,"Object description has field onview, but that field was not selected for export"
unused,5108,depth,"Object description has field depth, but that field was not selected for export"
unused,5108,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5108,copyright,Object is missing a required field copyright
unused,7558,depth,"Object description has field depth, but that field was not selected for export"
unused,7558,height,"Object description has field height, but that field was not selected for export"
missing,7558,copyright,Object is missing a required field copyright
missing,7558,classification,Object is missing a required field classification
missing,7558,bibliography1,Object is missing a required field bibliography1
unused,7560,depth,"Object description has field depth, but that field was not selected for export"
unused,7560,height,"Object description has field height, but that field was not selected for export"
missing,7560,copyright,Object is missing a required field copyright
missing,7560,classification,Object is missing a required field classification
missing,7560,bibliography1,Object is missing a required field bibliography1
unused,6482,depth,"Object description has field depth, but that field was not selected for export"
unused,6482,height,"Object description has field height, but that field was not selected for export"
missing,6482,copyright,Object is missing a required field copyright
missing,6482,bibliography1,Object is missing a required field bibliography1
unused,6139,onview,"Object description has field onview, but that field was not selected for export"
unused,6139,depth,"Object description has field depth, but that field was not selected for export"
unused,6139,height,"Object description has field height, but that field was not selected for export"
missing,6139,copyright,Object is missing a required field copyright
missing,6139,bibliography1,Object is missing a required field bibliography1
unused,7508,depth,"Object description has field depth, but that field was not selected for export"
unused,7508,height,"Object description has field height, but that field was not selected for export"
missing,7508,copyright,Object is missing a required field copyright
unused,6729,depth,"Object description has field depth, but that field was not selected for export"
unused,6729,height,"Object description has field height, but that field was not selected for export"
missing,6729,copyright,Object is missing a required field copyright
unused,6876,depth,"Object description has field depth, but that field was not selected for export"
unused,6876,height,"Object description has field height, but that field was not selected for export"
missing,6876,copyright,Object is missing a required field copyright
unused,7351,depth,"Object description has field depth, but that field was not selected for export"
unused,7351,height,"Object description has field height, but that field was not selected for export"
missing,7351,copyright,Object is missing a required field copyright
missing,7351,bibliography1,Object is missing a required field bibliography1
unused,6722,depth,"Object description has field depth, but that field was not selected for export"
unused,6722,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
unused,6722,height,"Object description has field height, but that field was not selected for export"
missing,6722,copyright,Object is missing a required field copyright
unused,6883,depth,"Object description has field depth, but that field was not selected for export"
unused,6883,height,"Object description has field height, but that field was not selected for export"
missing,6883,copyright,Object is missing a required field copyright
unused,7119,depth,"Object description has field depth, but that field was not selected for export"
unused,7119,height,"Object description has field height, but that field was not selected for export"
missing,7119,copyright,Object is missing a required field copyright
missing,7119,classification,Object is missing a required field classification
missing,7119,bibliography1,Object is missing a required field bibliography1
unused,6268,depth,"Object description has field depth, but that field was not selected for export"
missing,6268,copyright,Object is missing a required field copyright
unused,6355,depth,"Object description has field depth, but that field was not selected for export"
missing,6355,copyright,Object is missing a required field copyright
unused,4516,depth,"Object description has field depth, but that field was not selected for export"
